handle,fieldType,name,visible,plainDescription,categorySlugs,primaryCategorySlug,media,mediaAltText,ribbon,brand,price,strikethroughPrice,baseUnit,baseUnitMeasurement,totalUnits,totalUnitsMeasurement,cost,inventory,preOrderEnabled,preOrderMessage,preOrderLimit,sku,barcode,weight,packageLength,packageWidth,packageHeight,packageUnit,productOptionName1,productOptionType1,productOptionChoices1,productOptionName2,productOptionType2,productOptionChoices2,productOptionName3,productOptionType3,productOptionChoices3,productOptionName4,productOptionType4,productOptionChoices4,productOptionName5,productOptionType5,productOptionChoices5,productOptionName6,productOptionType6,productOptionChoices6,modifierName1,modifierType1,modifierCharLimit1,modifierMandatory1,modifierDescription1,modifierName2,modifierType2,modifierCharLimit2,modifierMandatory2,modifierDescription2,modifierName3,modifierType3,modifierCharLimit3,modifierMandatory3,modifierDescription3,modifierName4,modifierType4,modifierCharLimit4,modifierMandatory4,modifierDescription4,modifierName5,modifierType5,modifierCharLimit5,modifierMandatory5,modifierDescription5,modifierName6,modifierType6,modifierCharLimit6,modifierMandatory6,modifierDescription6,modifierName7,modifierType7,modifierCharLimit7,modifierMandatory7,modifierDescription7,modifierName8,modifierType8,modifierCharLimit8,modifierMandatory8,modifierDescription8,modifierName9,modifierType9,modifierCharLimit9,modifierMandatory9,modifierDescription9,modifierName10,modifierType10,modifierCharLimit10,modifierMandatory10,modifierDescription10
Product_bcdcd599-8bf0-4b6f-8c06-1ecff15cf0c6,MEDIA,,,,,,5bdc9f_32a127d2ed4f4d5fbc85c66d5c1bae56~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_bcdcd599-8bf0-4b6f-8c06-1ecff15cf0c6,MEDIA,,,,,,5bdc9f_bf2f1e62008d405d947c49d33fda0e8b~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_25af0c67-49c1-44b4-b4bc-e0f913eea09c,PRODUCT,Framework Gel - Atlantic Dawn,true,"<p><span style=""font-weight: 700"">Description:</span></p><p>Framework Gel est un gel de construction auto-nivelant à la consistance confortable et maîtrisable, conçu pour modeler les ongles sans limage de surface et pour renforcer la plaque de l'ongle naturel en limant le bord libre depuis l'intérieur. Ce gel ne provoque aucune sensation de chaleur lors de la polymérisation, offrant ainsi un confort optimal à la cliente. Sa durée de port recommandée est de 4 semaines.</p><p><span style=""font-weight: 700"">Utilisation recommandée:</span></p><p>Framework Gel est recommandé pour:</p><p>• Modelage des ongles sans limage de surface</p><p>• Renforcer la plaque naturelle de l'ongle</p><p>• Réparation et renforcement des clous</p><p><u>Doit être utilisé avec une couche de base&nbsp;:</u> Gel de base ou gel de base doux</p><p><span style=""font-weight: 700"">Guide d'application;</span></p><p><u>Préparation des ongles:</u></p><p>1. Préparer la plaque unguéale et retirer soigneusement le ptérygion.</p><p>2. Dégraissez soigneusement l'ongle. Un dégraissage minutieux est essentiel lors de l'utilisation de gels à base faiblement acide. Accordez une attention particulière à cette étape.</p><p><u>Application du gel de base:</u></p><p>3. Appliquez une couche de base (Base Gel ou Base Gel Mild) sans utiliser de primer.</p><p>• Appliquer en une couche dense et uniforme;</p><p>• Ne nivelez pas et ne construisez pas d'architecture;</p><p>• Assurez-vous que la plaque de l'ongle soit entièrement recouverte, sans aucun espace.</p><p>4. Catalyser pendant 30 secondes sous lampes LED / hybrides.</p><p><u>Application du gel de structure:</u></p><p>5. Appliquez le gel de structure en utilisant la technique sélectionnée.</p><p>6. Catalyser pendant 60 secondes sous lampes LED / hybrides.</p><p><u>Application du gel de finition:</u></p><p>7. Scellez l'ongle avec un Top Gel de votre choix: Top Gel Wipe Less, Top Gel High Gloss, Top Gel Vantablack ou Top Gel Satine.</p><p>8. Catalyser le gel de finition pendant au moins 30 secondes sous lampes LED / hybrides.</p><p><span style=""font-weight: 700"">Conseil de pro:</span></p><p>Le gel Framework est plus efficace lorsque la couche de base est appliquée uniformément et complètement. Évitez les zones non adhérentes pour une adhérence maximale et des résultats durables.</p>",framework-gel;american-creator,american-creator,,,,,30,,,,,,21,2,false,,,,0102121500244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_25af0c67-49c1-44b4-b4bc-e0f913eea09c,MEDIA,,,,,,5bdc9f_4e30c952a02b4e51b68e70c71351c600~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_25af0c67-49c1-44b4-b4bc-e0f913eea09c,MEDIA,,,,,,5bdc9f_f8d26fc712154a86b51231f4b0c335e7~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_473c4cff-3834-45e4-88fc-962af000a27d,PRODUCT,Framework Gel - Boston Fog,true,"<p><span style=""font-weight: 700"">Description:</span></p><p>Framework Gel est un gel de construction auto-nivelant à la consistance confortable et maîtrisable, conçu pour modeler les ongles sans limage de surface et pour renforcer la plaque de l'ongle naturel en limant le bord libre depuis l'intérieur. Ce gel ne provoque aucune sensation de chaleur lors de la polymérisation, offrant ainsi un confort optimal à la cliente. Sa durée de port recommandée est de 4 semaines.</p><p><span style=""font-weight: 700"">Utilisation recommandée:</span></p><p>Framework Gel est recommandé pour:</p><p>• Modelage des ongles sans limage de surface</p><p>• Renforcer la plaque naturelle de l'ongle</p><p>• Réparation et renforcement des clous</p><p><u>Doit être utilisé avec une couche de base&nbsp;:</u> Gel de base ou gel de base doux</p><p><span style=""font-weight: 700"">Guide d'application;</span></p><p><u>Préparation des ongles:</u></p><p>1. Préparer la plaque unguéale et retirer soigneusement le ptérygion.</p><p>2. Dégraissez soigneusement l'ongle. Un dégraissage minutieux est essentiel lors de l'utilisation de gels à base faiblement acide. Accordez une attention particulière à cette étape.</p><p><u>Application du gel de base:</u></p><p>3. Appliquez une couche de base (Base Gel ou Base Gel Mild) sans utiliser de primer.</p><p>• Appliquer en une couche dense et uniforme;</p><p>• Ne nivelez pas et ne construisez pas d'architecture;</p><p>• Assurez-vous que la plaque de l'ongle soit entièrement recouverte, sans aucun espace.</p><p>4. Catalyser pendant 30 secondes sous lampes LED / hybrides.</p><p><u>Application du gel de structure:</u></p><p>5. Appliquez le gel de structure en utilisant la technique sélectionnée.</p><p>6. Catalyser pendant 60 secondes sous lampes LED / hybrides.</p><p><u>Application du gel de finition:</u></p><p>7. Scellez l'ongle avec un Top Gel de votre choix: Top Gel Wipe Less, Top Gel High Gloss, Top Gel Vantablack ou Top Gel Satine.</p><p>8. Catalyser le gel de finition pendant au moins 30 secondes sous lampes LED / hybrides.</p><p><span style=""font-weight: 700"">Conseil de pro:</span></p><p>Le gel Framework est plus efficace lorsque la couche de base est appliquée uniformément et complètement. Évitez les zones non adhérentes pour une adhérence maximale et des résultats durables.</p>",framework-gel;american-creator,american-creator,,,,,30,,,,,,21,2,false,,,,0102121500251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_473c4cff-3834-45e4-88fc-962af000a27d,MEDIA,,,,,,5bdc9f_0d872197358d40b2ad45c82bcf0780fc~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_473c4cff-3834-45e4-88fc-962af000a27d,MEDIA,,,,,,5bdc9f_8fa24f421f234f7f9c97e56e0cd36b29~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_c88bb46e-73ab-4b55-95d0-7218c2c1c395,PRODUCT,Framework Gel - Venice Glow,true,"<p><span style=""font-weight: 700"">Description:</span></p><p>Framework Gel est un gel de construction auto-nivelant à la consistance confortable et maîtrisable, conçu pour modeler les ongles sans limage de surface et pour renforcer la plaque de l'ongle naturel en limant le bord libre depuis l'intérieur. Ce gel ne provoque aucune sensation de chaleur lors de la polymérisation, offrant ainsi un confort optimal à la cliente. Sa durée de port recommandée est de 4 semaines.</p><p><span style=""font-weight: 700"">Utilisation recommandée:</span></p><p>Framework Gel est recommandé pour:</p><p>• Modelage des ongles sans limage de surface</p><p>• Renforcer la plaque naturelle de l'ongle</p><p>• Réparation et renforcement des clous</p><p><u>Doit être utilisé avec une couche de base&nbsp;:</u> Gel de base ou gel de base doux</p><p><span style=""font-weight: 700"">Guide d'application;</span></p><p><u>Préparation des ongles:</u></p><p>1. Préparer la plaque unguéale et retirer soigneusement le ptérygion.</p><p>2. Dégraissez soigneusement l'ongle. Un dégraissage minutieux est essentiel lors de l'utilisation de gels à base faiblement acide. Accordez une attention particulière à cette étape.</p><p><u>Application du gel de base:</u></p><p>3. Appliquez une couche de base (Base Gel ou Base Gel Mild) sans utiliser de primer.</p><p>• Appliquer en une couche dense et uniforme;</p><p>• Ne nivelez pas et ne construisez pas d'architecture;</p><p>• Assurez-vous que la plaque de l'ongle soit entièrement recouverte, sans aucun espace.</p><p>4. Catalyser pendant 30 secondes sous lampes LED / hybrides.</p><p><u>Application du gel de structure:</u></p><p>5. Appliquez le gel de structure en utilisant la technique sélectionnée.</p><p>6. Catalyser pendant 60 secondes sous lampes LED / hybrides.</p><p><u>Application du gel de finition:</u></p><p>7. Scellez l'ongle avec un Top Gel de votre choix: Top Gel Wipe Less, Top Gel High Gloss, Top Gel Vantablack ou Top Gel Satine.</p><p>8. Catalyser le gel de finition pendant au moins 30 secondes sous lampes LED / hybrides.</p><p><span style=""font-weight: 700"">Conseil de pro:</span></p><p>Le gel Framework est plus efficace lorsque la couche de base est appliquée uniformément et complètement. Évitez les zones non adhérentes pour une adhérence maximale et des résultats durables.</p>",framework-gel;american-creator,american-creator,,,,,30,,,,,,21,2,false,,,,102121500282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_c88bb46e-73ab-4b55-95d0-7218c2c1c395,MEDIA,,,,,,5bdc9f_fac01f1078db4e5faf20f5ef3c07f799~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_c88bb46e-73ab-4b55-95d0-7218c2c1c395,MEDIA,,,,,,5bdc9f_7cd2c360f3124cbc8244701df6886873~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_0f9267e6-666d-44a7-a312-ad4b25d35da7,PRODUCT,Cleaner - Maracujá,true,"<p><span style=""background-color: rgb(255, 255, 255); color: rgba(74, 74, 74, 0.75)"">Cleaner Passion Fruit de Purple Professional est un liquide parfumé et polyvalent qui élimine la couche de dispersion collante après le gel de durcissement et dégraisse doucement l'ongle naturel avant l'application du produit. Infusé d'un parfum tropical de fruit de la passion, il améliore l'expérience du salon tout en assurant une finition impeccable et brillante.</span></p>",purple;prep-liquids,purple,,,,,6.8,,,,,,5.33,6,false,,,,5600920743169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_0f9267e6-666d-44a7-a312-ad4b25d35da7,MEDIA,,,,,,5bdc9f_b821a661123a44368eca90c4ee2f8757~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_ac2dfbdb-7ec7-4e51-92a9-422fb0af5574,PRODUCT,Porte encens en bois,true,"<p><span style=""color: rgb(0, 0, 0)"">Apportez une touche mystique et chaleureuse à votre intérieur avec ce magnifique porte-encens rond en bois de manguier, délicatement décoré du symbole de l'Œil qui voit tout. </span></p><p><span style=""color: rgb(0, 0, 0)"">Symbole de protection, d'intuition et de sagesse, il trouvera parfaitement sa place dans un univers bohème, spirituel ou cottage.</span></p><p><span style=""color: rgb(0, 0, 0)"">Pratique et polyvalent, ce porte-encens convient aussi bien aux bâtonnets d'encens classiques qu'aux bâtonnets tibétains et aux cônes d'encens (dhoop). Son design élégant permet de profiter pleinement de vos rituels de relaxation, de méditation ou simplement d'instants cocooning à la maison.</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Caractéristiques :</span></p><p><span style=""color: rgb(0, 0, 0)"">• Bois de manguier naturel</span></p><p><span style=""color: rgb(0, 0, 0)"">• Motif « Œil qui voit tout » gravé</span></p><p><span style=""color: rgb(0, 0, 0)"">• Compatible avec les bâtonnets d'encens classiques et tibétains</span></p><p><span style=""color: rgb(0, 0, 0)"">• Convient également aux cônes d'encens (dhoop)</span></p><p><span style=""color: rgb(0, 0, 0)"">• Idéal pour créer une ambiance apaisante et spirituelle</span></p>",ésotérique;encens;cônes;bâtonnets,ésotérique,,,,,4.5,,,,,,1.85,3,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_ac2dfbdb-7ec7-4e51-92a9-422fb0af5574,MEDIA,,,,,,5bdc9f_ad0e43a0bcb545cb904d31fc93dad065~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_ac2dfbdb-7ec7-4e51-92a9-422fb0af5574,MEDIA,,,,,,5bdc9f_6bbf097861af41fe9fc1025af939c404~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_ac2dfbdb-7ec7-4e51-92a9-422fb0af5574,MEDIA,,,,,,5bdc9f_5eae0d2d4ea94b48a08e5016197f304c~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_286c2422-cefc-424e-b375-c564c5f7abe5,PRODUCT,Bougie - Myrrh & Sandalwood,true,"<p><span style=""color: rgb(0, 0, 0)"">Plongez dans l'atmosphère chaleureuse d'un cottage et laissez-vous envelopper par les notes profondes de myrrhe et de bois de santal. Coulée à la main dans un élégant verre, cette bougie d'intention est fabriquée à partir de cire de soja et de palme et renferme de véritables éclats de cristal de roche.</span></p><p><span style=""color: rgb(0, 0, 0)"">Son parfum boisé et apaisant invite à ralentir, à se recentrer et à créer un véritable rituel de bien-être. Au fil de la combustion, les pierres précieuses se mêlent délicatement à la cire fondue avant de pouvoir être récupérées et conservées une fois la bougie terminée.</span></p><p><span style=""color: rgb(0, 0, 0)"">Les bougies d'intention sont traditionnellement utilisées comme un support symbolique pour accompagner les moments d'introspection, les nouvelles intentions ou simplement pour apporter une touche de magie au quotidien.</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Notes parfumées:</span></p><p><span style=""color: rgb(0, 0, 0)"">• Myrrhe et bois de santal</span></p><p><span style=""color: rgb(0, 0, 0)"">• Ambiance chaleureuse, bohème et réconfortante</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Caractéristiques:</span></p><p><span style=""color: rgb(0, 0, 0)"">• Cire de soja et de palme coulée à la main</span></p><p><span style=""color: rgb(0, 0, 0)"">• Pierre naturelle: cristal de roche</span></p><p><span style=""color: rgb(0, 0, 0)"">• Mèche en coton</span></p><p><span style=""color: rgb(0, 0, 0)"">• Durée de combustion: environ 20 heures</span></p><p><span style=""color: rgb(0, 0, 0)"">• Pot en verre réutilisable</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Conseils d'utilisation:</span></p><p><span style=""color: rgb(0, 0, 0)"">• Laissez brûler la bougie suffisamment longtemps afin que toute la surface soit liquide lors de la première utilisation.</span></p><p><span style=""color: rgb(0, 0, 0)"">• Ne laissez pas brûler plus de 4 heures consécutives.</span></p><p><span style=""color: rgb(0, 0, 0)"">• Coupez la mèche à environ 5 mm avant chaque utilisation.</span></p><p><span style=""color: rgb(0, 0, 0)"">• Arrêtez l'utilisation lorsqu'il reste environ 1 cm de cire au fond du récipient.</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Précautions:</span></p><p><span style=""color: rgb(0, 0, 0)"">• Ne jamais laisser une bougie allumée sans surveillance.</span></p><p><span style=""color: rgb(0, 0, 0)"">• Tenir hors de portée des enfants et des animaux.</span></p><p><span style=""color: rgb(0, 0, 0)"">• Utiliser sur une surface résistante à la chaleur et à l'abri des courants d'air.</span></p>",ésotérique;bougies,ésotérique,,,,,14.5,,,,,,3.2,2,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_286c2422-cefc-424e-b375-c564c5f7abe5,MEDIA,,,,,,5bdc9f_3f724332dfea419c80a93fc79e17fa3b~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_286c2422-cefc-424e-b375-c564c5f7abe5,MEDIA,,,,,,5bdc9f_06ea51edf69b438e80baa51cddaafb91~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_286c2422-cefc-424e-b375-c564c5f7abe5,MEDIA,,,,,,5bdc9f_0badfc45f4b2426c9f50e515c0e6cb4d~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_55846530-e29b-4cda-b29a-1aadea00a516,PRODUCT,Bougie - Sage & White Tea,true,"<p><span style=""color: rgb(0, 0, 0)"">Créez une atmosphère apaisante et protectrice dans votre intérieur grâce à cette bougie d'intention coulée à la main à partir de cire de soja et de palme. Son parfum délicat de sauge et de thé blanc diffuse des notes fraîches et purifiantes, parfaites pour accompagner les périodes de renouveau et les nouveaux départs.</span></p><p><span style=""color: rgb(0, 0, 0)"">Nichée dans son élégant pot en verre, cette bougie renferme de véritables éclats d'obsidienne noire, une pierre traditionnellement associée à la protection et à l'ancrage. </span></p><p><span style=""color: rgb(0, 0, 0)"">Au fil de la combustion, les pierres se dévoilent dans la cire fondue et pourront être conservées une fois la bougie terminée.</span></p><p><span style=""color: rgb(0, 0, 0)"">Inspirée des rituels d'intention, cette bougie vous invite à ralentir, à vous recentrer et à créer un cocon chaleureux, comme dans un cottage enveloppé de sérénité.</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Notes parfumées:</span></p><p><span style=""color: rgb(0, 0, 0)"">• Sauge et thé blanc</span></p><p><span style=""color: rgb(0, 0, 0)"">• Parfum frais, purifiant et réconfortant</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Caractéristiques:</span></p><p><span style=""color: rgb(0, 0, 0)"">• Cire de soja et de palme coulée à la main</span></p><p><span style=""color: rgb(0, 0, 0)"">• Pierre naturelle: obsidienne noire</span></p><p><span style=""color: rgb(0, 0, 0)"">• Mèche en coton</span></p><p><span style=""color: rgb(0, 0, 0)"">• Durée de combustion: environ 20 heures</span></p><p><span style=""color: rgb(0, 0, 0)"">• Pot en verre réutilisable</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Conseils d'utilisation:</span></p><p><span style=""color: rgb(0, 0, 0)"">• Laissez brûler la bougie suffisamment longtemps afin que toute la surface soit liquide lors de la première utilisation.</span></p><p><span style=""color: rgb(0, 0, 0)"">• Ne laissez pas brûler plus de 4 heures consécutives.</span></p><p><span style=""color: rgb(0, 0, 0)"">• Coupez la mèche à environ 5 mm avant chaque utilisation.</span></p><p><span style=""color: rgb(0, 0, 0)"">• Arrêtez l'utilisation lorsqu'il reste environ 1 cm de cire au fond du récipient.</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Précautions:</span></p><p><span style=""color: rgb(0, 0, 0)"">• Ne jamais laisser une bougie allumée sans surveillance.</span></p><p><span style=""color: rgb(0, 0, 0)"">• Tenir hors de portée des enfants et des animaux.</span></p><p><span style=""color: rgb(0, 0, 0)"">• Utiliser sur une surface résistante à la chaleur et à l'abri des courants d'air.</span></p>",bougies;ésotérique,ésotérique,,,,,14.5,,,,,,3.2,2,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_55846530-e29b-4cda-b29a-1aadea00a516,MEDIA,,,,,,5bdc9f_4f3bcf54a3ea48e8bf74690623d75f0f~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_55846530-e29b-4cda-b29a-1aadea00a516,MEDIA,,,,,,5bdc9f_47b75f7b1dbe4610b29e9ddeefff6012~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_55846530-e29b-4cda-b29a-1aadea00a516,MEDIA,,,,,,5bdc9f_72623bb13e22412eb50cb57b9617b6f4~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_27fbb8f8-8371-4392-894a-34b79c070be6,PRODUCT,Bougie - Patchouli & Orange,true,"<p><span style=""color: rgb(0, 0, 0)"">Laissez-vous envelopper par les notes chaleureuses du patchouli et la fraîcheur pétillante de l'orange grâce à cette bougie d'intention coulée à la main à partir de cire de soja et de palme. Son parfum réconfortant crée une atmosphère douce et apaisante, idéale pour retrouver confiance en soi et s'accorder un moment de calme.</span></p><p><span style=""color: rgb(0, 0, 0)"">Au cœur de la bougie se cache un véritable jaspe rouge, une pierre traditionnellement associée à la force intérieure, au courage et à l'ancrage. Au fil de la combustion, les pierres précieuses se dévoilent dans la cire fondue et pourront être conservées une fois la bougie terminée.</span></p><p><span style=""color: rgb(0, 0, 0)"">Inspirée des rituels d'intention, cette bougie transforme chaque instant en une parenthèse chaleureuse, comme une soirée d'automne dans un cottage bercé par la lumière des flammes.</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Notes parfumées:</span></p><p><span style=""color: rgb(0, 0, 0)"">• Patchouli et orange</span></p><p><span style=""color: rgb(0, 0, 0)"">• Parfum réconfortant, boisé et légèrement fruité</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Caractéristiques:</span></p><p><span style=""color: rgb(0, 0, 0)"">• Cire de soja et de palme coulée à la main</span></p><p><span style=""color: rgb(0, 0, 0)"">• Pierre naturelle: jaspe rouge</span></p><p><span style=""color: rgb(0, 0, 0)"">• Mèche en coton</span></p><p><span style=""color: rgb(0, 0, 0)"">• Durée de combustion: environ 20 heures</span></p><p><span style=""color: rgb(0, 0, 0)"">• Pot en verre réutilisable</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Conseils d'utilisation:</span></p><p><span style=""color: rgb(0, 0, 0)"">• Laissez brûler la bougie suffisamment longtemps afin que toute la surface soit liquide lors de la première utilisation.</span></p><p><span style=""color: rgb(0, 0, 0)"">• Ne laissez pas brûler plus de 4 heures consécutives.</span></p><p><span style=""color: rgb(0, 0, 0)"">• Coupez la mèche à environ 5 mm avant chaque utilisation.</span></p><p><span style=""color: rgb(0, 0, 0)"">• Arrêtez l'utilisation lorsqu'il reste environ 1 cm de cire au fond du récipient.</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Précautions:</span></p><p><span style=""color: rgb(0, 0, 0)"">• Ne jamais laisser une bougie allumée sans surveillance.</span></p><p><span style=""color: rgb(0, 0, 0)"">• Tenir hors de portée des enfants et des animaux.</span></p><p><span style=""color: rgb(0, 0, 0)"">• Utiliser sur une surface résistante à la chaleur et à l'abri des courants d'air.</span></p>",bougies;ésotérique,ésotérique,,,,,14.5,,,,,,3.2,2,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_27fbb8f8-8371-4392-894a-34b79c070be6,MEDIA,,,,,,5bdc9f_f3c36be5ab214ff3b0403ef83950f13c~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_27fbb8f8-8371-4392-894a-34b79c070be6,MEDIA,,,,,,5bdc9f_bdec173564544e06a410641d08c6ce07~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_27fbb8f8-8371-4392-894a-34b79c070be6,MEDIA,,,,,,5bdc9f_1069dad74d1643e7bc1bb6002992f052~mv2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
