handle,fieldType,name,visible,plainDescription,categorySlugs,primaryCategorySlug,media,mediaAltText,ribbon,brand,price,strikethroughPrice,baseUnit,baseUnitMeasurement,totalUnits,totalUnitsMeasurement,cost,inventory,preOrderEnabled,preOrderMessage,preOrderLimit,sku,barcode,weight,packageLength,packageWidth,packageHeight,packageUnit,productOptionName1,productOptionType1,productOptionChoices1,productOptionName2,productOptionType2,productOptionChoices2,productOptionName3,productOptionType3,productOptionChoices3,productOptionName4,productOptionType4,productOptionChoices4,productOptionName5,productOptionType5,productOptionChoices5,productOptionName6,productOptionType6,productOptionChoices6,modifierName1,modifierType1,modifierCharLimit1,modifierMandatory1,modifierDescription1,modifierName2,modifierType2,modifierCharLimit2,modifierMandatory2,modifierDescription2,modifierName3,modifierType3,modifierCharLimit3,modifierMandatory3,modifierDescription3,modifierName4,modifierType4,modifierCharLimit4,modifierMandatory4,modifierDescription4,modifierName5,modifierType5,modifierCharLimit5,modifierMandatory5,modifierDescription5,modifierName6,modifierType6,modifierCharLimit6,modifierMandatory6,modifierDescription6,modifierName7,modifierType7,modifierCharLimit7,modifierMandatory7,modifierDescription7,modifierName8,modifierType8,modifierCharLimit8,modifierMandatory8,modifierDescription8,modifierName9,modifierType9,modifierCharLimit9,modifierMandatory9,modifierDescription9,modifierName10,modifierType10,modifierCharLimit10,modifierMandatory10,modifierDescription10
Product_6faea713-f149-452f-afab-9a62d75e0db2,MEDIA,,,,,,5bdc9f_0fb3cdd1fb4643c9b55cfd27abf50288~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_8a05e86d-8c9c-4279-a8c8-982b1fd755bd,PRODUCT,Cônes - Palo Santo,true,"<p><span style=""color: rgb(0, 0, 0)"">Retrouvez les notes boisées et réconfortantes du Palo Santo dans ces cônes d'encens signés </span><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Satya</span><span style=""color: rgb(0, 0, 0)"">. Leur parfum chaleureux et délicat crée une atmosphère apaisante, idéale pour accompagner vos moments de détente, de méditation ou simplement pour parfumer votre intérieur.</span></p><p><span style=""color: rgb(0, 0, 0)"">Pratiques et faciles à utiliser, ces cônes diffusent leur senteur pendant environ </span><span style=""font-weight: 700; color: rgb(0, 0, 0)"">15 minutes</span><span style=""color: rgb(0, 0, 0)"">, pour une parenthèse de calme au quotidien.</span></p><p><span style=""color: rgb(0, 0, 0)"">Chaque boîte contient </span><span style=""font-weight: 700; color: rgb(0, 0, 0)"">10 cônes d'encens</span><span style=""color: rgb(0, 0, 0)""> ainsi qu'un </span><span style=""font-weight: 700; color: rgb(0, 0, 0)"">petit porte-cône</span><span style=""color: rgb(0, 0, 0)"">.</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Caractéristiques :</span></p><ul><li><p><span style=""color: rgb(0, 0, 0)"">Senteur : Palo Santo</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Marque : Satya</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Format : cônes d'encens</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Quantité : 10 cônes par boîte</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Temps de combustion : environ 15 minutes</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Porte-cône inclus</span></p></li></ul><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Conseils d'utilisation :</span></p><p><span style=""color: rgb(0, 0, 0)"">Placez le cône sur le porte-cône fourni, allumez son extrémité puis soufflez délicatement la flamme. Laissez la fumée parfumée se diffuser dans la pièce et profitez d'un moment de détente.</span></p><p><em><span style=""color: rgb(0, 0, 0)"">Ne jamais laisser brûler un encens sans surveillance. Utiliser dans une pièce bien ventilée et tenir hors de portée des enfants et des animaux.</span></em></p>",ésotérique;encens;cônes,ésotérique,,,,,2.95,,,,,,0.38,12,false,,,,8904245402662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_8a05e86d-8c9c-4279-a8c8-982b1fd755bd,MEDIA,,,,,,5bdc9f_08605e174a424ab38fe8995874661afe~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_f935921e-bb73-495e-9970-57c077be8573,PRODUCT,Cônes - Dragon's Blood,true,"<p><span style=""color: rgb(0, 0, 0)"">Laissez-vous envelopper par les notes profondes et envoûtantes du </span><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Dragon's Blood</span><span style=""color: rgb(0, 0, 0)"">, une senteur intense aux accents boisés et épicés, idéale pour créer une ambiance chaleureuse et mystérieuse dans votre intérieur.</span></p><p><span style=""color: rgb(0, 0, 0)"">Fabriqués par la célèbre marque </span><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Satya</span><span style=""color: rgb(0, 0, 0)"">, ces cônes d'encens sont parfaits pour accompagner vos moments de détente, de méditation ou simplement pour parfumer délicatement votre espace.</span></p><p><span style=""color: rgb(0, 0, 0)"">Chaque boîte contient </span><span style=""font-weight: 700; color: rgb(0, 0, 0)"">10 cônes d'encens</span><span style=""color: rgb(0, 0, 0)""> ainsi qu'un </span><span style=""font-weight: 700; color: rgb(0, 0, 0)"">petit porte-cône</span><span style=""color: rgb(0, 0, 0)""> pour une utilisation pratique au quotidien.</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Caractéristiques :</span></p><ul><li><p><span style=""color: rgb(0, 0, 0)"">Senteur : Dragon's Blood (sang de dragon)</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Marque : Satya</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Format : cônes d'encens</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Quantité : 10 cônes par boîte</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Temps de combustion : environ 15 minutes</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Porte-cône inclus</span></p></li></ul><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Conseils d'utilisation :</span></p><p><span style=""color: rgb(0, 0, 0)"">Placez le cône sur le porte-cône fourni, allumez son extrémité puis soufflez délicatement la flamme. Laissez le parfum se diffuser dans la pièce et profitez d'un moment de calme et de sérénité.</span></p><p><em><span style=""color: rgb(0, 0, 0)"">Ne jamais laisser brûler un encens sans surveillance. Utiliser dans une pièce bien ventilée et tenir hors de portée des enfants et des animaux.</span></em></p>",ésotérique;encens;cônes,ésotérique,,,,,2.95,,,,,,0.38,12,false,,,,8904245402686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_f935921e-bb73-495e-9970-57c077be8573,MEDIA,,,,,,5bdc9f_ec27399dadee402286401b0b16c3b0d0~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_4fd16403-6e02-4216-8f3e-2a4d76286e55,PRODUCT,Cônes - Sandal Wood,true,"<p><span style=""color: rgb(0, 0, 0)"">Laissez-vous séduire par les notes douces, boisées et chaleureuses du </span><span style=""font-weight: 700; color: rgb(0, 0, 0)"">bois de santal</span><span style=""color: rgb(0, 0, 0)"">. Réputé pour son parfum enveloppant et réconfortant, cet encens Satya est idéal pour créer une atmosphère apaisante dans votre intérieur.</span></p><p><span style=""color: rgb(0, 0, 0)"">Parfaits pour accompagner vos moments de détente, de méditation ou simplement pour parfumer délicatement votre espace, ces cônes diffusent leur senteur pendant environ </span><span style=""font-weight: 700; color: rgb(0, 0, 0)"">15 minutes</span><span style=""color: rgb(0, 0, 0)"">.</span></p><p><span style=""color: rgb(0, 0, 0)"">Chaque boîte contient </span><span style=""font-weight: 700; color: rgb(0, 0, 0)"">10 cônes d'encens</span><span style=""color: rgb(0, 0, 0)""> ainsi qu'un </span><span style=""font-weight: 700; color: rgb(0, 0, 0)"">petit porte-cône</span><span style=""color: rgb(0, 0, 0)""> pour une utilisation pratique au quotidien.</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Caractéristiques :</span></p><ul><li><p><span style=""color: rgb(0, 0, 0)"">Senteur : Bois de santal</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Marque : Satya</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Format : cônes d'encens</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Quantité : 10 cônes par boîte</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Temps de combustion : environ 15 minutes</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Porte-cône inclus</span></p></li></ul><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Conseils d'utilisation :</span></p><p><span style=""color: rgb(0, 0, 0)"">Placez le cône sur le porte-cône fourni, allumez son extrémité puis soufflez délicatement la flamme. Laissez le parfum se diffuser dans la pièce et profitez d'un moment de calme et de sérénité.</span></p><p><em><span style=""color: rgb(0, 0, 0)"">Ne jamais laisser brûler un encens sans surveillance. Utiliser dans une pièce bien ventilée et tenir hors de portée des enfants et des animaux.</span></em></p>",ésotérique;encens;cônes,ésotérique,,,,,2.95,,,,,,0.38,12,false,,,,8904245401009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_4fd16403-6e02-4216-8f3e-2a4d76286e55,MEDIA,,,,,,5bdc9f_9142179d76d34a678d29254cf6729c2e~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_9003017f-dcbb-43b1-b377-ca20ea674c92,PRODUCT,Repousse Cuticules UNIQ 11 TYPE 2 JAUNE,true,,repousse-cuticules;staleks,,,,,,8.75,,,,,,4.27,9,false,,,,4823126605951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_9003017f-dcbb-43b1-b377-ca20ea674c92,MEDIA,,,,,,5bdc9f_65853aad60664c7aacf973969459206d~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_9003017f-dcbb-43b1-b377-ca20ea674c92,MEDIA,,,,,,5bdc9f_ecc823a4ece64d559ebccce0355578e1~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_9003017f-dcbb-43b1-b377-ca20ea674c92,MEDIA,,,,,,5bdc9f_904e6b01b53c49f2b962b05b5ea59da1~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_e8e37e31-5929-40eb-bc65-ef65b23b454c,PRODUCT,Pinceau Double EXPERT liner 10 mm,true,,staleks;pinceaux,,,,,,6.05,,,,,,2.96,6,false,,,,4823126603063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_e8e37e31-5929-40eb-bc65-ef65b23b454c,MEDIA,,,,,,5bdc9f_54dd75e18b64442ea8160383b661b071~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_e8e37e31-5929-40eb-bc65-ef65b23b454c,MEDIA,,,,,,5bdc9f_f990cdf0951c41db9ff74e8b203df07d~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_569e3737-63f6-45ad-99aa-bc42425f92e4,PRODUCT,Base en bois lime EXPERT 20 (50 Pcs),true,,limes;staleks,,,,,,4.5,,,,,,2.2,3,false,,,,4820241061136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_569e3737-63f6-45ad-99aa-bc42425f92e4,MEDIA,,,,,,5bdc9f_2b354cf781924f869fdd5f9fb7c42d40~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_569e3737-63f6-45ad-99aa-bc42425f92e4,MEDIA,,,,,,5bdc9f_f8773a3e6e94453693ae3f32193a0d73~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_ea8b5c8c-cf24-423c-b7da-51322bedc952,PRODUCT,Recharges Limes PapMam Grain 240 EXCLUSIVE 20 (30 Pcs),true,,staleks;limes,,,,,,10,,,,,,4.88,3,false,,,,4820241062102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_ea8b5c8c-cf24-423c-b7da-51322bedc952,MEDIA,,,,,,5bdc9f_3bb8b7491a6944a390656805a4656d09~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_ea8b5c8c-cf24-423c-b7da-51322bedc952,MEDIA,,,,,,5bdc9f_d6b3b0c148a94758a584cb3d6c482743~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_ea8b5c8c-cf24-423c-b7da-51322bedc952,MEDIA,,,,,,5bdc9f_5109b872dc254a5384345f961fb14294~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d9a86bb1-0da9-4112-80d8-729116fb23f7,PRODUCT,Recharges Limes PapMam Grain 180 EXPERT 20 (25 Pcs),true,,staleks;limes,,,,,,5.95,,,,,,2.9,3,false,,,,4820241066902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d9a86bb1-0da9-4112-80d8-729116fb23f7,MEDIA,,,,,,5bdc9f_93543d780d644c37a38314f980428280~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d9a86bb1-0da9-4112-80d8-729116fb23f7,MEDIA,,,,,,5bdc9f_b1a5a92bae4e436da757ea7a8bba097c~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_d9a86bb1-0da9-4112-80d8-729116fb23f7,MEDIA,,,,,,5bdc9f_510ca6892d74472f9c33741a386b42a0~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_52636e32-4e5d-4058-9e9c-7693cf7cab3e,PRODUCT,Recharges Limes PapMam Grain 150 EXPERT 20 (25 Pcs),true,,limes;staleks,,,,,,5.95,,,,,,2.9,3,false,,,,4820241066896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_52636e32-4e5d-4058-9e9c-7693cf7cab3e,MEDIA,,,,,,5bdc9f_c1de60d3e264499f9da450ecdfcfd4ad~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_52636e32-4e5d-4058-9e9c-7693cf7cab3e,MEDIA,,,,,,5bdc9f_96f0e58d5791429c8e6356c55c7d51e4~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_52636e32-4e5d-4058-9e9c-7693cf7cab3e,MEDIA,,,,,,5bdc9f_eee3ba0a9bb74521926915468d51c80f~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_7cf2a065-33ab-4995-88a5-0db4a1241123,PRODUCT,Ciseaux Cuticules SMART 40 TYPE 3,true,,staleks;ciseaux-cuticules,staleks,,,,,16.55,,,,,,8.08,3,false,,,,4820241064229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_7cf2a065-33ab-4995-88a5-0db4a1241123,MEDIA,,,,,,5bdc9f_bcea11b489874bc09745d4449c59b4d4~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_7cf2a065-33ab-4995-88a5-0db4a1241123,MEDIA,,,,,,5bdc9f_b643eed247b446689173466c5d1ba409~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_7cf2a065-33ab-4995-88a5-0db4a1241123,MEDIA,,,,,,5bdc9f_e017b04d3a614786af8c7d13052fe018~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_9f38510f-3aef-45b6-b971-c4191258c915,PRODUCT,Ciseaux Cuticules EXPERT 51 TYPE 3,true,,ciseaux-cuticules;staleks,staleks,,,,,18.55,,,,,,9.05,3,false,,,,4820241067305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_9f38510f-3aef-45b6-b971-c4191258c915,MEDIA,,,,,,5bdc9f_795ab334961e4a3696a6cb02529f8246~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_9f38510f-3aef-45b6-b971-c4191258c915,MEDIA,,,,,,5bdc9f_e866779ed23743dfb92df4f662bb9398~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_9f38510f-3aef-45b6-b971-c4191258c915,MEDIA,,,,,,5bdc9f_0fb9ea5b08d54d6bbd22b0d820a2958b~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_5da0caca-d720-4db9-ab90-ba6fb0b56bd1,PRODUCT,Ciseaux Cuticules EXPERT 50 TYPE 1,true,,ciseaux-cuticules;staleks,staleks,,,,,18.55,,,,,,9.05,3,false,,,,4820121599780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_5da0caca-d720-4db9-ab90-ba6fb0b56bd1,MEDIA,,,,,,5bdc9f_3ec75cfe689c4c859c820ab02d894126~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_5da0caca-d720-4db9-ab90-ba6fb0b56bd1,MEDIA,,,,,,5bdc9f_9bd311b6b42d40bcb62cdf783613ca7e~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_5da0caca-d720-4db9-ab90-ba6fb0b56bd1,MEDIA,,,,,,5bdc9f_fcb86219c1f845439f293251804644c2~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_dfa014d6-2f74-4491-a9dd-5e259a1e6539,PRODUCT,Ciseaux Cuticules EXPERT 50 TYPE 2,true,,ciseaux-cuticules;staleks,staleks,,,,,18.55,,,,,,9.05,3,false,,,,4820121599773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_dfa014d6-2f74-4491-a9dd-5e259a1e6539,MEDIA,,,,,,5bdc9f_01fa723dde414da59d4657a5892f81fd~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_dfa014d6-2f74-4491-a9dd-5e259a1e6539,MEDIA,,,,,,5bdc9f_21c00a9dee9747fbb515e8a0304dd883~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_dfa014d6-2f74-4491-a9dd-5e259a1e6539,MEDIA,,,,,,5bdc9f_91fc7ea5a7174b8a87da594a5aa8aedf~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_15b8ba22-95b3-4d34-84c9-7fbcc94a0862,PRODUCT,Ciseaux Cuticules EXPERT 13 TYPE 3 (GAUCHER),true,,ciseaux-cuticules;staleks,staleks,,,,,18.55,,,,,,9.05,2,false,,,,4820241067398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_15b8ba22-95b3-4d34-84c9-7fbcc94a0862,MEDIA,,,,,,5bdc9f_d5daf50ed36b473b96b5c6743f38758e~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_15b8ba22-95b3-4d34-84c9-7fbcc94a0862,MEDIA,,,,,,5bdc9f_15951788325c429387d67a0202b297f0~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_15b8ba22-95b3-4d34-84c9-7fbcc94a0862,MEDIA,,,,,,5bdc9f_946df0cddcf54a59a4f1ea254f91d0f5~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_15b8ba22-95b3-4d34-84c9-7fbcc94a0862,MEDIA,,,,,,5bdc9f_2bf60053d659495ca276d8cb694c2038~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_260f4114-40ca-450e-93d5-19dacd7240e7,PRODUCT,Ciseaux Cuticules SMART 50 TYPE 3,true,,ciseaux-cuticules;staleks,staleks,,,,,16.55,,,,,,8.08,3,false,,,,4820241067503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_260f4114-40ca-450e-93d5-19dacd7240e7,MEDIA,,,,,,5bdc9f_3f37e5c9a17c46d6965704604fa5c9d5~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_260f4114-40ca-450e-93d5-19dacd7240e7,MEDIA,,,,,,5bdc9f_2b6e4459c70d483cb3d5006ee25bc618~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_260f4114-40ca-450e-93d5-19dacd7240e7,MEDIA,,,,,,5bdc9f_1b8cee70781847e2bf502d0a594a2da3~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fa2aa70c-a1b8-430e-89e4-5db3fa4da5cd,PRODUCT,Pince Cuticules SMART 30 5 mm,true,,staleks;pinces-cuticules,staleks,,,,,22.5,,,,,,10.98,2,false,,,,4820121591340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fa2aa70c-a1b8-430e-89e4-5db3fa4da5cd,MEDIA,,,,,,5bdc9f_dc624b9b65ee45d182a7daa0cb94e5e7~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fa2aa70c-a1b8-430e-89e4-5db3fa4da5cd,MEDIA,,,,,,5bdc9f_aa881eb381784409a458d12272036d2d~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fa2aa70c-a1b8-430e-89e4-5db3fa4da5cd,MEDIA,,,,,,5bdc9f_1d8f1b605ff04dddbc97fd0f8873ed18~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_e33c1aa3-9f72-4a4d-9e89-e481c008db0a,PRODUCT,Pince Cuticules CLASSIC 12 5 mm,true,,pinces-cuticules;staleks,staleks,,,,,17.45,,,,,,8.52,2,false,,,,4820121594983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
